Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
4927,68,12168,1Fam,5,5,1,0,6,1987,1184,3,GasA,Y,2353,0,2007,175803.956267749
4928,65,8450,1Fam,6,3,3,0,7,1965,728,3,GasA,Y,2158,0,2008,161241.74679954
4929,107,8070,1Fam,9,7,1,1,6,1934,1272,3,GasA,N,2515,0,2007,324225.200203511
4930,60,7227,Duplex,7,5,2,1,8,2004,866,4,GasA,Y,1226,0,2006,152864.429744461
4931,24,6897,1Fam,6,4,2,0,6,1964,825,3,GasA,Y,1679,0,2009,136311.474206731
4932,85,14977,1Fam,9,3,2,0,9,1882,1190,3,GasA,Y,1350,0,2010,216121.745488758
4933,60,16669,1Fam,6,5,2,0,5,1977,2077,2,GasA,Y,816,0,2007,181919.126165086
4934,60,13693,1Fam,5,5,2,1,6,1967,1494,3,GasA,Y,1279,0,2007,188381.745209656
4935,40,9554,1Fam,7,5,2,0,8,1932,1410,3,GasA,Y,2274,0,2007,206647.69059016
4936,45,10140,1Fam,5,5,1,1,8,2005,1267,4,GasA,Y,2978,0,2006,268714.050976204
4937,80,8121,TwnhsE,7,5,1,1,7,1965,660,2,GasA,Y,2515,0,2009,185998.186678975
4938,42,8600,1Fam,7,6,2,0,7,2009,1184,2,GasA,Y,780,0,2010,205223.415188175
4939,44,5063,1Fam,6,5,1,0,6,1912,536,3,GasA,Y,1217,0,2009,85924.686247882
4940,40,13682,TwnhsE,5,7,1,0,7,2004,1156,2,GasA,Y,894,0,2006,158613.538401936
4941,,46589,1Fam,5,5,2,1,5,2000,637,3,GasA,Y,2715,0,2006,200801.424174117
4942,92,13101,1Fam,5,5,1,0,5,1955,644,3,GasA,Y,2183,0,2010,121233.278388207
4943,75,5925,1Fam,5,5,2,1,8,1959,1425,3,GasA,Y,1337,0,2006,133312.124501226
4944,76,9100,Twnhs,5,6,2,0,7,2006,1090,3,GasA,Y,1552,0,2006,152682.239214626
4945,80,9060,2fmCon,5,4,3,1,7,1940,1486,3,GasA,Y,1468,0,2007,160875.983706735
4946,54,8978,1Fam,6,5,1,2,6,1993,1039,3,GasA,Y,1600,0,2007,189611.710706697
4947,36,1300,1Fam,4,5,2,0,4,1965,728,3,GasA,Y,605,0,2006,110376.487674887
4948,100,16659,1Fam,7,5,2,1,7,1893,1145,3,GasA,Y,1057,0,2007,158256.191111443
4949,66,10125,1Fam,6,7,1,0,8,1900,2035,2,GasA,N,1097,0,2006,159058.080155041
4950,59,10927,1Fam,6,4,1,0,5,1880,1063,3,GasA,Y,864,0,2007,110242.315614937
4951,110,9525,1Fam,6,4,2,0,6,1977,868,2,GasA,Y,925,0,2006,135881.988066876
4952,60,11457,TwnhsE,5,5,1,0,11,1972,819,3,GasA,N,1320,0,2007,118739.179103468
4953,71,11287,1Fam,7,5,2,0,6,1958,864,2,GasA,Y,2046,0,2006,211817.99216915
4954,73,7945,2fmCon,5,5,2,0,7,1922,848,3,GasA,Y,1968,0,2008,174670.805015906
4955,68,14442,1Fam,6,5,2,1,5,1949,1008,4,GasA,Y,796,0,2009,128481.825564576
4956,74,8777,TwnhsE,8,5,0,1,6,2007,817,1,GasA,Y,1136,0,2009,160779.057195775
4957,47,16259,1Fam,10,7,2,0,14,1890,896,2,GasA,Y,1131,0,2007,232116.062413078
4958,53,8176,1Fam,7,5,2,0,9,2006,440,3,GasA,Y,1142,0,2010,189505.881302506
4959,83,1680,Duplex,7,5,2,0,6,1954,1202,1,GasA,Y,1664,0,2008,176659.200713764
4960,,2645,TwnhsE,6,5,1,0,5,1900,1273,3,GasA,Y,1481,0,2009,129125.35525952
4961,51,7758,1Fam,6,7,2,0,8,1970,864,2,GasA,Y,958,0,2010,113551.419374431
4962,60,7875,1Fam,5,5,2,0,6,1971,1838,3,GasA,Y,1679,0,2008,155211.72579298
4963,60,8593,2fmCon,7,5,2,0,6,1977,780,3,GasA,Y,1922,0,2007,166149.758367944
4964,60,7420,1Fam,7,7,1,0,6,1920,1698,2,GasA,Y,1365,0,2006,178557.424872778
4965,,9480,1Fam,9,7,2,0,7,1950,1092,4,GasA,Y,1434,0,2008,245559.392089318
4966,92,13360,1Fam,6,5,2,1,7,1985,876,3,GasA,Y,2078,0,2007,222748.599134353
4967,70,11198,1Fam,5,8,2,0,6,1998,1040,2,GasA,Y,1801,0,2010,180370.955590126
4968,,7990,1Fam,5,5,1,1,7,1941,0,4,GasA,Y,2020,0,2008,97389.5039172762
4969,70,12168,TwnhsE,7,5,2,1,6,1939,1293,3,GasA,Y,1744,0,2007,189310.285255455
4970,32,11425,TwnhsE,5,5,2,0,8,2006,971,3,GasA,Y,1470,0,2008,145327.038402731
4971,,7340,Duplex,7,7,2,0,7,1980,770,3,GasA,N,854,0,2006,171866.493375701
4972,60,25286,1Fam,4,5,2,0,6,2007,1069,3,GasW,Y,902,0,2010,155281.812187104
4973,60,9800,1Fam,5,7,1,1,6,1972,1522,3,GasA,Y,1268,0,2007,187695.392635048
4974,80,14200,1Fam,9,5,2,0,7,2002,846,4,GasA,Y,2262,0,2009,266354.175946623
4975,64,7018,1Fam,4,8,2,0,10,1993,1080,3,GasA,Y,2668,0,2006,204782.681040745
4976,75,7875,1Fam,8,6,2,1,7,1995,1291,3,GasA,Y,2374,0,2008,321040.0707034
4977,53,8546,1Fam,8,5,1,0,7,2006,1029,3,GasA,Y,968,0,2009,195305.220546044
4978,63,13125,1Fam,8,5,1,1,10,1941,686,2,GasA,Y,1068,0,2010,202006.733520244
4979,,14375,1Fam,7,5,2,1,7,2005,1500,3,GasA,Y,1416,0,2007,229074.368822153
4980,107,5586,TwnhsE,5,7,1,0,12,1972,912,3,Grav,Y,902,0,2009,66020.0894248555
4981,34,4571,1Fam,6,5,1,1,5,1977,756,3,GasA,Y,816,0,2007,137131.199596162
4982,41,7472,1Fam,6,5,1,1,5,1998,1498,4,GasA,Y,1792,0,2008,170373.193771893
4983,65,7590,1Fam,7,6,1,1,7,2004,1228,3,GasA,Y,1337,0,2008,144849.776639556
4984,103,8125,TwnhsE,7,5,0,1,9,1960,1095,2,GasA,Y,882,0,2008,104354.091961426
4985,75,10264,2fmCon,6,5,2,1,8,2007,1541,2,GasA,Y,2224,0,2006,275570.305972521
4986,82,8500,1Fam,5,7,2,1,8,1988,768,3,GasA,Y,2296,0,2007,214645.144820383
4987,21,12220,1Fam,4,5,1,0,6,2002,924,3,GasA,Y,1971,0,2009,167415.4339964
4988,60,4438,1Fam,1,6,2,0,5,2007,991,4,GasA,N,1183,0,2008,160100.333088625
4989,89,3922,Twnhs,6,5,2,0,6,1988,1126,3,GasA,Y,1709,0,2009,189266.376421884
4990,76,6897,1Fam,5,5,1,0,6,1977,860,4,GasA,Y,1355,0,2009,114713.00304646
4991,81,13159,1Fam,6,5,2,0,6,1930,832,3,GasA,Y,1214,0,2009,142168.08481137
4992,70,11694,1Fam,6,9,2,0,7,1999,1248,3,GasA,Y,1445,0,2008,193638.201449522
4993,89,7301,1Fam,9,5,1,0,6,1910,540,2,GasA,Y,1080,0,2010,218979.174589733
4994,109,4426,1Fam,7,6,2,1,6,1942,1505,2,GasA,Y,1229,0,2006,180121.806418743
4995,79,8414,1Fam,5,5,1,1,4,1986,0,2,GasA,Y,1768,0,2010,164013.077322348
4996,64,15578,1Fam,6,6,1,1,4,1997,540,3,GasA,Y,1509,0,2008,149731.688318518
4997,62,2592,1Fam,5,5,2,0,7,2005,918,3,GasA,Y,1073,0,2006,129983.052091362
4998,,7032,1Fam,7,5,2,1,6,1916,1734,4,GasA,Y,1134,0,2009,162625.015583959
4999,51,21872,1Fam,6,6,2,0,6,2004,816,2,GasA,Y,1340,0,2008,169100.656198865
5000,,9120,1Fam,6,7,1,0,4,1983,1063,3,GasA,Y,747,0,2009,145717.860118621
5001,,9248,2fmCon,6,5,2,0,7,1977,870,3,GasA,Y,1686,0,2010,168211.787282908
5002,51,10382,Twnhs,4,7,2,0,6,1970,0,3,GasA,Y,1869,0,2007,114904.96908081
5003,49,159000,1Fam,6,5,2,0,8,1989,936,3,GasA,Y,1717,0,2006,169771.544012012
5004,60,10300,1Fam,3,5,1,1,8,1971,2444,3,GasA,Y,1426,0,2009,220863.577934367
5005,,9000,1Fam,6,5,1,1,6,1970,1584,3,GasA,N,1440,0,2010,153588.042307021
5006,60,8925,1Fam,4,3,1,0,8,1962,953,2,GasA,Y,1494,0,2009,110066.431662344
5007,,28698,1Fam,6,6,1,1,6,1929,1704,3,GasA,Y,1510,0,2006,216952.019360282
5008,73,9600,1Fam,4,6,2,1,8,1966,1040,2,GasA,Y,1920,0,2006,178778.335958461
5009,60,8640,1Fam,5,5,2,0,7,1929,1117,3,GasA,Y,2462,0,2007,220863.385311087
5010,65,10420,1Fam,5,8,2,1,4,1963,1040,3,GasA,Y,694,0,2008,127765.159845732
5011,,13284,1Fam,7,5,2,1,6,1967,1003,3,GasA,Y,1716,0,2008,200453.046518054
5012,65,11777,1Fam,5,5,1,1,6,2004,1095,3,GasA,N,1680,0,2007,147329.732746762
5013,94,5000,1Fam,6,5,2,1,5,1980,1602,3,GasA,Y,904,0,2009,139590.523327865
5014,59,7658,1Fam,5,7,1,0,8,1965,912,3,GasA,Y,1590,0,2007,158120.376749981
5015,67,9600,1Fam,5,5,1,0,7,1904,1374,3,GasA,Y,1801,0,2010,118734.947941119
5016,66,7313,Duplex,7,5,1,0,4,1955,1766,2,GasA,N,2715,0,2008,243715.689036497
5017,98,8520,1Fam,5,6,2,0,7,2000,1554,4,GasA,Y,1317,0,2007,176411.767437605
5018,80,11443,1Fam,8,5,0,0,8,1958,1143,3,GasA,Y,1053,0,2007,192151.236970412
5019,98,12677,1Fam,6,4,2,0,5,2005,1935,3,GasA,Y,1709,0,2006,176437.645031903
5020,,5000,1Fam,5,5,2,0,7,1996,728,3,GasA,Y,2192,0,2008,174776.251775742
5021,80,8546,1Fam,3,5,2,0,4,1987,876,3,GasA,Y,1048,0,2008,96552.3787189934
5022,60,8737,1Fam,7,6,1,0,8,1955,861,3,GasA,Y,2022,0,2008,215674.835630309
5023,54,9591,1Fam,5,8,1,1,8,2006,1304,4,GasA,N,1092,0,2006,182146.340438287
5024,57,11146,1Fam,7,7,1,0,7,1987,768,3,GasA,Y,960,0,2007,176362.038913724
5025,,12205,1Fam,7,5,2,0,6,1941,0,3,GasA,Y,2730,0,2010,214057.804823465
5026,21,1680,1Fam,4,5,2,0,4,2005,1092,2,GasA,Y,894,0,2006,106190.601168986
5027,60,6204,TwnhsE,7,5,1,0,6,1996,683,2,GasA,Y,1208,0,2007,156879.318673222
5028,91,28698,Duplex,4,5,2,0,6,1960,952,3,GasA,Y,1720,0,2006,131096.732362205
5029,60,9549,1Fam,7,6,2,0,4,1976,718,0,GasA,Y,1795,0,2009,177495.390917976
5030,,12803,1Fam,7,7,2,1,7,1925,1375,3,GasA,Y,1605,0,2008,235531.248397252
5031,75,11070,1Fam,7,5,2,1,6,2004,672,1,GasA,N,1430,0,2010,172447.927191551
5032,78,10400,1Fam,6,5,2,0,6,1919,1734,3,GasA,Y,1445,0,2008,164495.738461489
5033,60,9320,1Fam,5,7,1,0,4,1960,1314,3,GasA,Y,1993,0,2008,173523.149468594
5034,,7200,1Fam,7,7,1,0,8,1998,1052,3,GasA,Y,2402,0,2010,247603.980815029
5035,69,10020,1Fam,8,5,1,1,8,1941,2077,3,GasA,Y,2000,0,2010,239103.015616879
5036,94,6292,1Fam,5,6,2,0,7,1937,1200,6,GasA,Y,864,0,2008,81667.564504862
5037,82,13500,1Fam,6,6,2,1,6,1970,918,3,GasA,Y,900,0,2009,152582.131991473
5038,74,11317,TwnhsE,5,5,2,1,6,1997,0,4,GasA,Y,936,0,2009,155624.215322616
5039,,4426,1Fam,7,5,2,0,8,1939,912,3,GasA,Y,1269,0,2008,164287.906802229
5040,78,11639,1Fam,7,5,2,0,5,1996,964,4,GasA,Y,1262,0,2006,180661.805406413
5041,,7200,1Fam,7,6,2,0,7,1972,1273,2,GasA,Y,754,0,2006,129138.958453
5042,130,11287,1Fam,5,5,2,0,5,1953,676,4,GasA,Y,784,0,2006,151435.939078903
5043,52,11846,1Fam,5,5,1,1,5,1929,672,3,GasA,Y,1915,0,2010,110125.416061662
5044,,11900,TwnhsE,7,5,1,1,5,1954,520,4,GasA,Y,2149,0,2008,190019.881082454
5045,64,14585,1Fam,7,5,2,0,5,2006,965,2,GasA,Y,768,0,2006,174678.420257239
5046,56,7200,TwnhsE,5,5,2,0,6,2003,972,3,GasA,Y,1152,0,2010,157136.254827931
5047,80,10778,1Fam,7,5,1,0,8,1950,1262,4,GasA,Y,1924,0,2008,153391.519774724
5048,66,8800,1Fam,8,5,2,0,4,2005,1003,3,GasA,Y,1664,0,2006,231411.351097246
5049,60,12886,1Fam,6,5,2,1,7,2006,3138,2,GasA,Y,1400,0,2007,227513.944000268
5050,78,12378,1Fam,5,4,2,0,4,1978,1029,3,GasA,Y,2353,0,2009,165153.905904625
5051,95,7200,TwnhsE,7,7,1,0,8,1990,1293,3,GasA,Y,1666,0,2008,162581.02451471
5052,62,9786,1Fam,5,5,2,0,6,1948,702,3,GasA,Y,1776,0,2007,167375.892526632
5053,80,6204,1Fam,5,5,2,0,5,1958,892,3,GasA,Y,848,0,2007,78110.9948152956
5054,61,11764,1Fam,6,5,1,0,5,2004,981,3,GasA,Y,1869,0,2006,189174.246874792
5055,60,10240,1Fam,5,2,2,0,6,1976,1234,2,GasA,Y,838,0,2008,109803.390755851
5056,,13891,1Fam,7,6,1,1,5,1976,808,3,GasA,Y,4676,0,2009,284282.561747744
5057,92,7264,1Fam,8,4,1,0,6,1957,672,2,GasA,Y,1577,0,2007,173603.844786852
5058,68,12589,1Fam,5,5,2,0,9,1976,780,2,GasA,N,1790,0,2007,177186.279121531
5059,87,9500,1Fam,4,6,1,1,4,1912,264,4,GasA,Y,2087,0,2006,130601.834622016
5060,80,2280,1Fam,5,5,2,0,6,1988,876,4,GasA,Y,864,0,2010,146551.355821176
5061,,9505,1Fam,5,8,1,0,7,1986,1157,3,GasA,N,1768,0,2008,205152.992005119
5062,70,11250,1Fam,5,5,0,1,6,1915,540,3,GasA,Y,1732,0,2007,114058.380826484
5063,50,10382,1Fam,5,5,1,1,8,1916,641,3,GasA,Y,912,0,2009,96551.6970299568
5064,,10562,1Fam,4,5,1,0,6,1994,1304,3,GasA,Y,912,0,2009,137268.364192151
5065,61,6000,Twnhs,5,7,2,0,6,1958,1713,3,GasA,Y,1973,0,2009,140448.840999454
5066,40,2500,1Fam,5,5,1,1,6,1949,944,4,GasA,Y,1511,0,2009,128538.702479867
5067,75,7000,1Fam,7,5,1,0,9,1972,864,4,GasA,Y,1664,0,2009,155140.992336651
5068,60,17920,1Fam,6,5,2,1,7,1971,1017,4,GasA,Y,1116,0,2007,138347.84301311
5069,,8475,1Fam,4,5,1,1,9,1961,1360,2,GasA,Y,1786,0,2007,152847.801786447
5070,60,12464,1Fam,5,6,1,1,5,1998,264,3,GasA,Y,1077,0,2010,148455.415166934
5071,60,8450,1Fam,5,5,1,0,5,1954,768,2,GasA,Y,2157,0,2007,135446.531807158
5072,55,11341,1Fam,6,7,2,1,6,1925,1517,3,GasA,Y,1911,0,2010,207884.375247457
5073,60,8400,1Fam,5,5,1,1,6,1992,1078,3,GasA,Y,1826,0,2010,189584.466311735
5074,50,8532,1Fam,8,5,2,0,7,1910,980,3,GasA,Y,1548,0,2009,186191.019339974
5075,47,8737,1Fam,8,5,1,0,6,1937,616,2,GasA,N,1688,0,2006,171230.083092676
5076,70,12968,1Fam,4,5,2,0,5,1925,1203,3,GasA,N,875,0,2008,132085.304532225
5077,51,8892,2fmCon,8,7,2,0,6,1990,1419,3,GasA,Y,1258,0,2009,262319.948319993
5078,82,6768,1Fam,5,5,2,1,9,1925,794,1,GasA,Y,882,0,2008,128793.922885073
5079,80,16669,1Fam,9,7,1,0,7,1954,1050,3,GasA,Y,4676,0,2007,363531.815783801
5080,21,12589,1Fam,7,7,1,0,6,1975,1175,4,GasA,Y,840,0,2007,176259.412438574
5081,,11120,1Fam,5,5,2,1,5,1962,1935,3,GasA,Y,1792,0,2009,190338.270496343
5082,65,1936,1Fam,5,5,2,1,7,2006,928,3,GasA,N,1050,0,2010,123449.796186957
5083,65,8470,1Fam,5,5,2,0,6,2003,1728,2,GasA,Y,1319,0,2009,169712.15312876
5084,60,15138,1Fam,7,6,2,0,6,1985,912,2,GasA,Y,1456,0,2008,197877.035050213
5085,50,11029,1Fam,8,5,1,1,6,2006,1277,3,GasA,Y,1363,0,2008,180339.459975325
5086,60,10020,1Fam,6,7,1,0,7,2008,616,3,GasA,Y,1548,0,2007,202390.816023586
5087,85,14587,1Fam,5,6,1,0,6,1962,1057,3,GasA,Y,1640,0,2008,199716.558185473
5088,78,7200,1Fam,6,6,1,0,4,2004,864,3,GasA,Y,1301,0,2009,190621.661037803
5089,,6120,1Fam,5,6,1,0,4,2005,880,2,GasA,Y,1073,0,2009,138403.476241138
5090,71,10791,1Fam,5,5,2,1,7,1997,999,3,GasA,Y,1113,0,2009,136877.302511114
5091,59,9920,1Fam,7,6,2,0,8,1969,1844,2,GasA,N,1121,0,2008,205838.176831126
5092,50,11751,1Fam,4,5,1,1,9,1968,972,3,GasA,Y,1610,0,2007,107882.706670592
5093,39,9920,1Fam,8,5,1,0,8,2005,768,3,GasA,Y,1839,0,2009,210091.581621253
5094,79,8472,TwnhsE,8,5,2,1,8,2009,755,2,GasA,N,2060,0,2006,268889.321248204
5095,130,6000,1Fam,7,5,2,1,5,1969,864,3,GasA,Y,2730,0,2006,212467.660935705
5096,50,4280,1Fam,7,5,2,1,8,1968,1468,2,GasA,Y,2034,0,2010,205886.33070083
5097,61,6000,1Fam,5,5,1,1,6,1925,1028,3,GasA,Y,1212,0,2009,85476.9471836957
5098,,12968,TwnhsE,7,6,1,0,7,1978,1116,3,GasA,Y,784,0,2007,139542.08661341
5099,,9991,1Fam,4,5,2,0,7,1963,1486,3,GasA,Y,1790,0,2007,167607.857746636
5100,,9200,1Fam,7,5,1,0,7,1966,264,3,GasA,Y,1487,0,2009,157734.801490945
5101,82,21535,1Fam,7,9,1,1,6,1951,0,3,GasA,Y,884,0,2009,138289.697001421
5102,106,10624,1Fam,7,5,2,0,5,1969,1234,3,GasA,Y,987,0,2009,123864.653301236
5103,88,9967,1Fam,5,5,1,0,5,1990,1080,2,GasA,Y,2596,0,2009,189222.85998692
5104,70,10839,1Fam,8,5,2,0,5,1920,768,3,GasA,Y,1788,0,2007,189799.946190312
5105,73,18450,1Fam,6,5,2,0,5,1931,1396,2,GasA,Y,2259,0,2006,202601.149819249
5106,56,10542,TwnhsE,4,6,2,1,12,1960,384,4,GasA,Y,1684,0,2007,112520.074020613
5107,74,3230,1Fam,6,5,2,0,8,2001,1163,3,GasA,Y,1355,0,2008,154704.868039558
5108,120,10207,1Fam,7,8,2,0,5,1956,660,3,GasA,Y,2060,0,2007,235967.762780434
5109,60,5400,1Fam,5,7,2,0,6,2003,1086,3,GasA,Y,1680,0,2010,156540.827140286
5110,61,7313,Twnhs,7,5,2,1,6,2003,630,4,GasA,Y,1065,0,2008,142634.546265673
5111,,5306,1Fam,6,5,2,0,5,2008,1632,2,GasA,Y,1304,0,2008,225685.056718757
5112,60,13000,1Fam,8,5,2,1,6,1965,600,3,GasA,Y,894,0,2007,159587.949384803
5113,48,7060,1Fam,6,6,1,1,5,1955,1926,4,GasA,Y,1144,0,2007,131820.948169089
5114,,10637,TwnhsE,5,5,2,0,5,1955,1050,3,GasA,Y,1230,0,2006,157750.885975916
5115,313,9000,1Fam,8,5,2,1,7,2006,1026,3,GasA,N,1116,0,2008,184290.741696581
5116,,7024,1Fam,4,6,1,0,6,2003,1324,4,GasA,Y,1350,0,2008,167533.373577819
5117,70,21695,1Fam,4,5,2,0,8,1956,822,2,GasA,Y,747,0,2006,52262.271258325
5118,85,9248,1Fam,6,4,2,1,6,1997,1314,2,GasA,Y,1142,0,2007,176662.950560655
5119,100,10400,Duplex,5,7,1,0,4,1951,1604,3,GasA,Y,1253,0,2008,184138.433116067
5120,75,11050,1Fam,6,5,1,1,10,1963,944,4,GasA,Y,1080,0,2007,154596.70076129
5121,71,11900,1Fam,6,7,2,0,7,1957,1314,3,GasA,Y,1947,0,2007,173276.638600888
5122,,11200,TwnhsE,8,5,2,1,7,1915,1719,3,GasA,Y,1440,0,2006,236801.358313843
5123,50,5350,1Fam,7,5,1,1,9,1969,816,4,GasA,Y,1561,0,2008,122877.4657374
5124,105,9313,1Fam,8,6,2,1,4,1971,1602,2,GasA,Y,1387,0,2008,232355.455074905
5125,,8160,1Fam,6,6,1,1,7,1956,1040,4,GasA,N,864,0,2007,142355.668624578
5126,92,7050,1Fam,5,5,1,0,7,2007,864,3,GasW,Y,2119,0,2010,154985.884437851
5127,36,11767,1Fam,8,6,2,0,5,2004,927,3,GasA,Y,1664,0,2007,189800.57718843
5128,66,46589,1Fam,7,3,1,1,8,1931,600,4,GasA,Y,1250,0,2007,121200.431452066
5129,,6000,Duplex,9,5,1,0,5,1973,1063,2,GasA,Y,1048,0,2008,194166.601221781
5130,78,9600,1Fam,6,6,1,1,6,1958,630,2,GasA,Y,899,0,2009,150898.012010422
5131,33,9965,1Fam,7,5,1,0,5,2006,190,2,GasA,Y,1328,0,2009,142453.033855874
5132,70,9600,1Fam,5,5,2,0,8,1976,969,4,GasW,Y,1291,0,2009,120366.945101723
5133,38,10200,1Fam,7,5,1,1,6,1918,1004,3,GasA,Y,1137,0,2009,151611.389500269
5134,80,7060,1Fam,5,7,2,0,7,2003,1454,4,GasA,Y,1232,0,2009,189371.658652767
5135,52,11120,1Fam,7,4,1,1,6,1955,894,2,GasA,Y,1094,0,2008,147554.744019866
5136,56,11885,1Fam,3,5,1,1,6,1958,991,3,GasA,N,1718,0,2010,149562.461747039
5137,41,10970,TwnhsE,6,5,1,1,10,1957,735,3,GasA,N,1728,0,2009,147657.1584913
5138,,11900,1Fam,4,5,1,0,6,1957,1389,2,GasW,Y,2230,0,2007,163419.202524436
5139,,12474,1Fam,7,5,1,0,7,1954,768,3,GasA,Y,2028,0,2006,153125.348528132
5140,77,2308,1Fam,7,5,2,1,6,1912,1728,2,GasA,Y,1230,0,2007,198779.300548539
5141,21,11029,1Fam,7,5,1,0,6,1992,864,3,GasA,Y,1636,0,2006,141883.541234088
5142,,11700,1Fam,4,5,1,0,4,1928,855,1,GasA,Y,1836,0,2007,181491.403267147
5143,70,10382,1Fam,7,7,1,1,4,1996,1318,2,GasA,Y,835,0,2008,169599.384404467
5144,74,10142,1Fam,7,5,2,1,5,2003,698,3,GasA,Y,1063,0,2007,175970.65120108
5145,47,9066,1Fam,7,5,1,1,7,1960,908,3,GasA,Y,864,0,2010,107452.007572444
5146,,8750,1Fam,6,5,2,0,5,1954,672,3,GasA,Y,1052,0,2008,110736.127639353
5147,96,17503,1Fam,6,6,1,0,10,2001,1494,2,GasA,Y,2046,0,2009,226139.518281782
5148,73,12342,1Fam,4,5,1,0,6,1968,928,2,GasA,Y,1097,0,2007,154682.807637332
5149,,7050,1Fam,8,6,1,0,8,1941,918,3,GasA,Y,1362,0,2010,147037.966811662
5150,85,10800,1Fam,9,5,1,0,7,1973,784,3,GasA,Y,1072,0,2006,191299.161652823
5151,,6993,1Fam,8,5,1,1,6,1880,1496,3,GasA,Y,1214,0,2006,224581.73010304
5152,65,15660,1Fam,7,6,2,0,5,1954,816,3,GasA,Y,1428,0,2006,166507.259415426
5153,,10437,1Fam,4,5,2,0,9,2002,1138,3,GasA,Y,840,0,2010,143299.312956264
5154,57,10356,1Fam,6,5,2,1,8,1955,2217,3,GasA,Y,968,0,2010,126933.009044102
5155,68,10159,1Fam,6,8,2,1,5,1957,847,3,GasA,Y,848,0,2007,90769.6593007584
5156,50,10800,1Fam,5,6,2,1,7,1940,1541,3,GasA,Y,1297,0,2010,180444.264046958
5157,,25419,1Fam,7,7,2,0,6,1984,1442,3,GasA,Y,1728,0,2007,231875.630396246
5158,60,9375,1Fam,6,5,2,1,9,1999,725,3,GasA,Y,1660,0,2006,156639.396708816
5159,71,12011,1Fam,10,5,1,1,8,2007,1766,3,GasA,Y,1775,0,2009,277699.477002492
5160,70,11999,Duplex,6,6,1,1,5,1962,1302,3,GasA,Y,1077,0,2009,124652.935547852
5161,70,11606,1Fam,5,6,1,1,4,1976,1051,3,GasA,Y,1960,0,2007,171662.166130083
5162,,6240,1Fam,4,7,1,0,6,1986,2046,2,GasA,Y,1223,0,2008,162769.491238304
5163,34,10921,1Fam,5,7,2,1,11,1925,1196,2,GasA,Y,1709,0,2008,142444.266186096
5164,72,11200,1Fam,8,5,1,0,6,1994,1164,3,GasA,Y,1969,0,2010,282733.443125611
5165,75,13891,Twnhs,7,5,2,0,6,1912,672,4,GasA,Y,1976,0,2007,182648.515858407
5166,,9600,1Fam,9,4,1,0,5,1912,0,3,GasA,Y,3222,0,2007,220167.563865673
5167,93,7500,1Fam,7,5,1,0,10,1930,1392,4,GasA,Y,952,0,2010,151338.247073365
5168,66,7244,TwnhsE,6,7,1,0,6,2002,980,4,GasA,Y,1728,0,2006,174071.51198348
5169,60,14200,1Fam,8,5,3,1,8,2003,848,3,GasA,Y,2020,0,2009,257107.484403193
5170,,9453,1Fam,8,7,1,1,9,2008,901,2,GasA,Y,2612,0,2006,264444.069357223
5171,36,6120,1Fam,5,5,2,0,5,1971,864,3,GasA,Y,1389,0,2007,167330.359808439
5172,75,9525,1Fam,7,5,1,1,7,1999,888,8,GasA,Y,1829,0,2009,215957.316321705
5173,67,11409,1Fam,4,5,1,0,7,1998,816,3,GasA,N,1203,0,2007,145203.226679812
5174,70,70761,TwnhsE,8,5,2,0,8,1971,1026,3,GasA,Y,1200,0,2007,189806.118287002
5175,,3982,1Fam,6,7,1,1,6,1993,2223,1,GasA,Y,894,0,2009,196502.360937432
5176,72,7259,1Fam,8,5,2,0,7,1981,0,3,GasA,Y,1116,0,2006,158551.553128632
5177,,12456,1Fam,6,5,2,0,6,2004,864,3,GasA,Y,1800,0,2007,239262.472383554
5178,50,9490,1Fam,5,6,1,0,6,1945,750,2,GasA,Y,1641,0,2010,92702.4771966602
5179,60,3378,1Fam,8,5,1,1,6,1952,684,3,GasA,Y,1183,0,2006,117949.464864503
5180,65,13682,1Fam,6,5,2,0,8,1945,1498,3,GasA,Y,1888,0,2006,208443.777788075
5181,64,3010,1Fam,4,5,2,0,10,2003,768,4,GasA,Y,2046,0,2009,129629.781542059
5182,69,14850,1Fam,8,7,1,0,7,1976,1105,2,GasA,Y,1363,0,2008,210063.340576736
5183,65,13710,1Fam,7,7,2,0,7,2007,864,3,GasA,Y,1704,0,2008,217116.726285559
5184,58,7711,1Fam,5,6,2,1,5,2003,1413,3,GasA,Y,1632,0,2007,159325.929483091
5185,,8475,1Fam,5,6,2,0,5,1960,756,3,GasA,Y,1383,0,2010,146469.623487049
5186,85,9636,TwnhsE,8,7,3,0,5,1940,832,4,GasA,Y,1888,0,2008,216087.834531953
5187,,7314,1Fam,6,8,2,1,6,1989,1057,3,GasA,Y,2008,0,2010,223306.597315727
5188,68,13695,Twnhs,4,7,1,0,7,1920,1340,4,GasA,Y,958,0,2007,111839.369998531
5189,60,11340,1Fam,5,8,2,0,5,1950,1800,2,GasA,Y,1080,0,2010,180715.252720469
5190,50,5825,1Fam,6,6,1,0,5,1945,1580,3,GasA,Y,1558,0,2009,154533.952517904
5191,66,21872,1Fam,4,5,2,1,6,1920,975,3,GasA,Y,1056,0,2009,93867.6095837743
